"Palavra,Classificacao"
"efluvio, substantivo"
"efode, substantivo"
"eforo, substantivo"
"efraim, substantivo"
"efusao, substantivo"
"eg, substantivo"
"egeria, substantivo"
"egeu, substantivo"
"egg, substantivo"
"egide, substantivo"
"egidio, substantivo"
"egito, substantivo"
"ego, substantivo"
"egodistonico, substantivo"
"egoismo, substantivo"
"egoista, substantivo"
"egolatria, substantivo"
"egossintonico, substantivo"
"egregio, substantivo"
"egregora, substantivo"
"egresso, substantivo"
"egua, substantivo"
"eidetico, substantivo"
"eidos, substantivo"
"eira, substantivo"
"-eiro, substantivo"
"eis, substantivo"
"eisegese, substantivo"
"eisegesis, substantivo"
"eita, substantivo"
"eivado, substantivo"
"eivar, verbo"
"eixo, substantivo"
"ejaculacao, substantivo"
"ejetar, verbo"
"ekballo, substantivo"
"ekklesia, substantivo"
"ekron, substantivo"
"el, substantivo"
"el shaddai, substantivo"
"ela, substantivo"
"elaborar, verbo"
"elacao, substantivo"
"elapideo, substantivo"
"elasmobranquio, substantivo"
"elastase, substantivo"
"elastecer, verbo"
"elasterio, substantivo"
"elastico, substantivo"
"elastina, substantivo"
"elder, verbo"
"eldorado, substantivo"
"ele, substantivo"
"elefante, substantivo"
"elegancia, substantivo"
"elegante, substantivo"
"eleger, verbo"
"elegia, substantivo"
"eleicao, substantivo"
"eleito, substantivo"
"elementar, verbo"
"elemento, substantivo"
"elenco, substantivo"
"eletreto, substantivo"
"eletricidade, substantivo"
"eletrico, substantivo"
"eletrificacao, substantivo"
"eletrocussao, substantivo"
"eletrodo, substantivo"
"eletrolise, substantivo"
"eletrolitico, substantivo"
"eletron, substantivo"
"eletronica, substantivo"
"elevador, verbo"
"elevar, verbo"
"eleve, substantivo"
"eleven, substantivo"
"elfo, substantivo"
"elfos, substantivo"
"eliada, substantivo"
"eliana, substantivo"
"eliciar, verbo"
"elicitar, verbo"
"elidir, verbo"
"elifalet, substantivo"
"eliminar, verbo"
"eliomaria, substantivo"
"elipse, substantivo"
"elisa, substantivo"
"elisama, substantivo"
"elisao, substantivo"
"elisio, substantivo"
"elissa, substantivo"
"elite, substantivo"
"elixir, verbo"
"elizabeth, substantivo"
"elmo, substantivo"
"elo, substantivo"
"elocucao, substantivo"
"elogiar, verbo"
"elogio, substantivo"
"elohim, substantivo"
"eloquencia, substantivo"
"eloquio, substantivo"
"elpidio, substantivo"
"elroy, substantivo"
"elton, substantivo"
"elucidar, verbo"
"elucubrar, verbo"
"elurofobia, substantivo"
"elusao, substantivo"
"elusivo, substantivo"
"eluvial, substantivo"
"elvira, substantivo"
"em, substantivo"
"em greve, substantivo"
"ema, substantivo"
"emagrecer, verbo"
"emanar, verbo"
"emancipar, verbo"
"emanuel, substantivo"
"emaranhar, verbo"
"embacar, verbo"
"embair, verbo"
"embaixador, verbo"
"embaixo, substantivo"
"embalagem, substantivo"
"embalancar, verbo"
"embalar, verbo"
"embananar, verbo"
"embaracada, substantivo"
"embaraco, substantivo"
"embarafustar, verbo"
"embaralhar, verbo"
"embarazada, substantivo"
"embarazo, substantivo"
"embarcar, verbo"
"embargo, substantivo"
"embasbacado, substantivo"
"embasbacar, verbo"
"embate, substantivo"
"embevecer, verbo"
"embira, substantivo"
"embirar, verbo"
"embirrar, verbo"
"emblema, substantivo"
"embocadura, substantivo"
"embodegado, substantivo"
"embodocar-se, substantivo"
"embofia, substantivo"
"embolia, substantivo"
"embora, substantivo"
"emborcar, verbo"
"embornal, substantivo"
"emboscada, substantivo"
"emboscar, verbo"
"embotar, verbo"
"embreagem, substantivo"
"embriaguez, substantivo"
"embriao, substantivo"
"embrioforo, substantivo"
"embriogenese, substantivo"
"embriologia, substantivo"
"embrocacao, substantivo"
"embroglio, substantivo"
"embromacao, substantivo"
"embromar, verbo"
"embrulho, substantivo"
"emburrado, substantivo"
"emburrar, verbo"
"embuste, substantivo"
"embusteiro, substantivo"
"embutir, verbo"
"emendar, verbo"
"ementa, substantivo"
"emergencia, substantivo"
"emergir, verbo"
"emerito, substantivo"
"emerso, substantivo"
"emese, substantivo"
"emigrar, verbo"
"emilia, substantivo"
"emily, substantivo"
"eminencia, substantivo"
"eminencia parda, substantivo"
"emir, verbo"
"emissao, substantivo"
"emitir, verbo"
"emmental, substantivo"
"emo, substantivo"
"emocao, substantivo"
"emoleirar, verbo"
"emoliente, substantivo"
"emolumento, substantivo"
"empacar, verbo"
"empada, substantivo"
"empadas, substantivo"
"empafia, substantivo"
"empalar, verbo"
"empanturrar, verbo"
"empanzinar, verbo"
"empastelar, verbo"
"empate, substantivo"
"empatia, substantivo"
"empecar, verbo"
"empecilho, substantivo"
"empeco, substantivo"
"empedernecer, verbo"
"empedernir, verbo"
"empenhar, verbo"
"emperiquitar, verbo"
"emperrar, verbo"
"empertigar-se, substantivo"
"empetecar, verbo"
"empezar, verbo"
"empiema, substantivo"
"empinar, verbo"
"empireo, substantivo"
"empirico, substantivo"
"emplastro, substantivo"
"empobrecimento, substantivo"
"empoderamento, substantivo"
"empoderar, verbo"
"empolado, substantivo"
"empolgar, verbo"
"emponderar, verbo"
"emporio, substantivo"
"empreendedor, verbo"
"empreendedorismo, substantivo"
"empregado, substantivo"
"emprego, substantivo"
"empreiteira, substantivo"
"empresa, substantivo"
"empresario, substantivo"
"emprestar, verbo"
"emproar, verbo"
"emprostotono, substantivo"
"empulhar, verbo"
"empurrar, verbo"
"empuxo, substantivo"
"emugrecer, verbo"
"emular, verbo"
"emulsificar, verbo"
"en passant, substantivo"
"enacao, substantivo"
"enalage, substantivo"
"enaltecer, verbo"
"enantiomero, substantivo"
"enantiomorfo, substantivo"
"encabecar, verbo"
"encabular, verbo"
"encadear, verbo"
"encafifar, verbo"
"encaixar, verbo"
"encaixe, substantivo"
"encaixotar, verbo"
"encalacrar, verbo"
"encalco, substantivo"
"encaminhar, verbo"
"encampacao, substantivo"
"encampar, verbo"
"encanador, verbo"
"encanastrar, verbo"
"encandear, verbo"
"encanecer, verbo"
"encanecido, substantivo"
"encantamento, substantivo"
"encanto, substantivo"
"encanzinado, substantivo"
"encapelar, verbo"
"encardido, substantivo"
"encarnar, verbo"
"encasquetar, verbo"
"encavalar, verbo"
"encefalo, substantivo"
"encefalopatia, substantivo"
"encerramento, substantivo"
"encerrar, verbo"
"encetar, verbo"
"encharcar, verbo"
"enchente, substantivo"
"encher, verbo"
"-encia, substantivo"
"enciclopedia, substantivo"
"enclave, substantivo"
"enclise, substantivo"
"encobrir, verbo"
"encomendar, verbo"
"encomio, substantivo"
"encomios, substantivo"
"encontrar, verbo"
"encontro, substantivo"
"encorajamento, substantivo"
"encore, substantivo"
"encospias, substantivo"
"encosta, substantivo"
"encostar, verbo"
"encouracado, substantivo"
"encrave, substantivo"
"encrenca, substantivo"
"encriptado, substantivo"
"encruzilhada, substantivo"
"encubar, verbo"
"encurralar, verbo"
"encurtar, verbo"
"endemia, substantivo"
"endereco, substantivo"
"endergonico, substantivo"
"endivia, substantivo"
"endocondral, substantivo"
"endocrinologia, substantivo"
"endoculturacao, substantivo"
"endoderma, substantivo"
"endodontia, substantivo"
"endoencas, substantivo"
"endogeno, substantivo"
"endolacao, substantivo"
"endolar, verbo"
"endolimax nana, substantivo"
"endometrio, substantivo"
"endomisio, substantivo"
"endorfina, substantivo"
"endorsar, verbo"
"endoscopio, substantivo"
"endossar, verbo"
"endotelio, substantivo"
"endotrix, substantivo"
"endovenoso, substantivo"
"enema, substantivo"
"energia, substantivo"
"energicamente, substantivo"
"energumeno, substantivo"
"enfado, substantivo"
"enfarruscar, verbo"
"enfase, substantivo"
"enfastiar, verbo"
"enfatico, substantivo"
"enfatizar, verbo"
"enfatuacao, substantivo"
"enfeitar, verbo"
"enfermagem, substantivo"
"enfermeira, substantivo"
"enfermidade, substantivo"
"enfestado, substantivo"
"enfezar, verbo"
"enfiar, verbo"
"enfisema, substantivo"
"enfiteuse, substantivo"
"enfoque, substantivo"
"enfraquecimento, substantivo"
"enfrentamento, substantivo"
"enfrentar, verbo"
"enfunar, verbo"
"engajar, verbo"
"engalanar, verbo"
"engalfinhar, verbo"
"engambelar, verbo"
"enganar, verbo"
"enganchar, verbo"
"engano, substantivo"
"engarrafamento, substantivo"
"engarrafar, verbo"
"engasgar, verbo"
"engaste, substantivo"
"engatinhar, verbo"
"engendrar, verbo"
"engenharia, substantivo"
"engenheiro, substantivo"
"engenho, substantivo"
"english, substantivo"
"engodo, substantivo"
"engolfar, verbo"
"engolir, verbo"
"engonhar, verbo"
"engracado, substantivo"
"engrama, substantivo"
"engrandecer, verbo"
"engrenagem, substantivo"
"engripar, verbo"
"engrossar, verbo"
"enguia, substantivo"
"engulhar, verbo"
"enigma, substantivo"
"-enio, substantivo"
"enjeitar, verbo"
"enjoo, substantivo"
"enjoy, substantivo"
"enlatar, verbo"
"enlear, verbo"
"enleio, substantivo"
"enlevo, substantivo"
"enofilo, substantivo"
"enologia, substantivo"
"enoque, substantivo"
"enorme, substantivo"
"enos, substantivo"
"enough, substantivo"
"enovelar, verbo"
"enquadrar, verbo"
"enquete, substantivo"
"enquistar, verbo"
"enrascadura, substantivo"
"enredar, verbo"
"enredeiro, substantivo"
"enricar, verbo"
"enriquecer, verbo"
"enrolar, verbo"
"ensaio, substantivo"
"ensancha, substantivo"
"ensandecer, verbo"
"ensanguentado, substantivo"
"ensayo, substantivo"
"enseada, substantivo"
"ensejar, verbo"
"ensimesmado, substantivo"
"ensinar, verbo"
"ensino, substantivo"
"ensolarar, verbo"
"ensure, substantivo"
"entalpia, substantivo"
"entamoeba histolitica, substantivo"
"entanto, substantivo"
"entao, substantivo"
"ente, substantivo"
"enteados, substantivo"
"entear, verbo"
"entelequia, substantivo"
"entelodon, substantivo"
"entender, verbo"
"entendimento, substantivo"
"entenebrecer, verbo"
"entente, substantivo"
"enterico, substantivo"
"enternecer, verbo"
"enterocelomado, substantivo"
"enteroclise, substantivo"
"enteroquinase, substantivo"
"entertainment, substantivo"
"entesourar, verbo"
"entidade, substantivo"
"entimema, substantivo"
"entojo, substantivo"
"entomofagia, substantivo"
"entomologia, substantivo"
"entonces, substantivo"
"entorpecer, verbo"
"entortar, verbo"
"-entos, substantivo"
"entourage, substantivo"
"entranhas, substantivo"
"entrar, verbo"
"entre, substantivo"
"entrega, substantivo"
"entregar, verbo"
"entrelacar, verbo"
"entremear, verbo"
"entrementes, substantivo"
"entremez, substantivo"
"entreposto, substantivo"
"entrepreneur, verbo"
"entretanto, substantivo"
"entretenimento, substantivo"
"entreter, verbo"
"entrevero, substantivo"
"entrevista, substantivo"
"entristecer, verbo"
"entroncamento, substantivo"
"entronizar, verbo"
"entropia, substantivo"
"entrosar, verbo"
"entulhar, verbo"
"entupir, verbo"
"entusiasmo, substantivo"
"enunciado, substantivo"
"envelope, substantivo"
"envergar, verbo"
"enviar, verbo"
"envidar, verbo"
"envidia, substantivo"
"envie, substantivo"
"envilecer, verbo"
"envilescer, verbo"
"envolver, verbo"
"enxabido, substantivo"
"enxada, substantivo"
"enxaguar, verbo"
"enxaimel, substantivo"
"enxaqueca, substantivo"
"enxarcia, substantivo"
"enxerga, substantivo"
"enxergar, verbo"
"enxerido, substantivo"
"enxerto, substantivo"
"enxo, substantivo"
"enxofre, substantivo"
"enxombrar, verbo"
"enxotar, verbo"
"enxoval, substantivo"
"enxovalhar, verbo"
"enxovia, substantivo"
"enxugar, verbo"
"enxurrada, substantivo"
"enxurrar, verbo"
"enxuto, substantivo"
"enzima, substantivo"
"enzo, substantivo"
"eolia, substantivo"
"eolico, substantivo"
"eolios, substantivo"
"eolo, substantivo"
"eon, substantivo"
"eonomancia, substantivo"
"eoraptor, verbo"
"eosina, substantivo"
"eosinofilo, substantivo"
"epagomenos, substantivo"
"epaminondas, substantivo"
"epater, verbo"
"epentese, substantivo"
"eperdu, substantivo"
"epicanto, substantivo"
"epiceno, substantivo"
"epicentro, substantivo"
"epico, substantivo"
"epicritico, substantivo"
"epicurismo, substantivo"
"epidemia, substantivo"
"epiderme, substantivo"
"epifania, substantivo"
"epifenomeno, substantivo"
"epifise, substantivo"
"epifisiolise, substantivo"
"epifora, substantivo"
"epigenese, substantivo"
"epigenetica, substantivo"
"epigeu, substantivo"
"epiglote, substantivo"
"epigono, substantivo"
"epigrafe, substantivo"
"epigrama, substantivo"
"epilacao, substantivo"
"epilepsia, substantivo"
"epilogo, substantivo"
"epimastigota, substantivo"
"epimeteu, substantivo"
"epimisio, substantivo"
"epimitio, substantivo"
"epiplo, substantivo"
"epiploico, substantivo"
"epirogenese, substantivo"
"episcopal, substantivo"
"episiotomia, substantivo"
"episodio, substantivo"
"epistasia, substantivo"
"epistaxe, substantivo"
"episteme, substantivo"
"epistemologia, substantivo"
"epistola, substantivo"
"epitafio, substantivo"
"epitalamio, substantivo"
"epitelio, substantivo"
"epiteto, substantivo"
"epitomar, verbo"
"epitome, substantivo"
"epitomizar, verbo"
"epitoquia, substantivo"
"epizeuxis, substantivo"
"epoca, substantivo"
"eponimia, substantivo"
"eponimo, substantivo"
"epopeia, substantivo"
"epula, substantivo"
"epulao, substantivo"
"epulide, substantivo"
"epura, substantivo"
"equacao, substantivo"
"equador, verbo"
"equalizador, verbo"
"equestre, substantivo"
"equidade, substantivo"
"equideo, substantivo"
"equidistante, substantivo"
"equidna, substantivo"
"equilatero, substantivo"
"equilibrado, substantivo"
"equilibrar, verbo"
"equilibrio, substantivo"
"equilibrista, substantivo"
"equimose, substantivo"
"equino, substantivo"
"equinocio, substantivo"
"equinoderma, substantivo"
"equipamento, substantivo"
"equipar, verbo"
"equipe, substantivo"
"equipolente, substantivo"
"equivalencia, substantivo"
"equivoco, substantivo"
"equuleus pictoris, substantivo"
"era, substantivo"
"eran, substantivo"
"erario, substantivo"
"erecao, substantivo"
"erecteion, substantivo"
"eremita, substantivo"
"-ereo, substantivo"
"ergastoplasma, substantivo"
"ergastulo, substantivo"
"ergoespirometrico, substantivo"
"ergonomia, substantivo"
"erguer, verbo"
"erianto, substantivo"
"erico, substantivo"
"erigir, verbo"
"eristica, substantivo"
"eritema, substantivo"
"eritro -, substantivo"
"eritroblastose fetal, substantivo"
"eritrocito, substantivo"
"eritropoiese, substantivo"
"ermengarda, substantivo"
"ermo, substantivo"
"ernesto, substantivo"
"erogeno, substantivo"
"eros, substantivo"
"erosao, substantivo"
"erotismo, substantivo"
"erradicar, verbo"
"errado, substantivo"
"errante, substantivo"
"errar, verbo"
"errata, substantivo"
"erratico, substantivo"
"errino, substantivo"
"erro, substantivo"
"erudito, substantivo"
"erupcao, substantivo"
"erva, substantivo"
"ervanario, substantivo"
"ervilha, substantivo"
"-es, substantivo"
"esbaforir-se, substantivo"
"esbaldar-se, substantivo"
"esbanjador, verbo"
"esbanjar, verbo"
"esbarrar, verbo"
"esbelto, substantivo"
"esbirro, substantivo"
"esboco, substantivo"
"esbornia, substantivo"
"esboroar, verbo"
"esborrachar, verbo"
"esborrotar, verbo"
"esbulho, substantivo"
"escabeche, substantivo"
"escabelo, substantivo"
"escabrear, verbo"
"escabroso, substantivo"
"escada, substantivo"
"escafandro, substantivo"
"escafoide, substantivo"
"escala, substantivo"
"escalabitano, substantivo"
"escalafobetico, substantivo"
"escalar, verbo"
"escaldante, substantivo"
"escaldar, verbo"
"escaleno, substantivo"
"escalonar, verbo"
"escalpo, substantivo"
"escama, substantivo"
"escambau, substantivo"
"escambo, substantivo"
"escamotear, verbo"
"escancao, substantivo"
"escancarar, verbo"
"escandalo, substantivo"
"escandecido, substantivo"
"escandinavia, substantivo"
"escandio, substantivo"
"escandir, verbo"
"escaner, verbo"
"escangalhar, verbo"
"escanhoar, verbo"
"escaninho, substantivo"
"escanometria, substantivo"
"escanteio, substantivo"
"escapar, verbo"
"escapula, substantivo"
"escapulario, substantivo"
"escara, substantivo"
"escaramuca, substantivo"
"escaravelho, substantivo"
"escarcela, substantivo"
"escarceu, substantivo"
"escarcha, substantivo"
"escarificacao, substantivo"
"escarlate, substantivo"
"escarmento, substantivo"
"escarnecedor, verbo"
"escarnio, substantivo"
"escarola, substantivo"
"escarpa, substantivo"
"escarpe, substantivo"
"escarpim, substantivo"
"escarvar, verbo"
"escasso, substantivo"
"escatimar, verbo"
"escatologia, substantivo"
"escavar, verbo"
"escherichia, substantivo"
"esclarecer, verbo"
"esclerenquima, substantivo"
"escleroblasto, substantivo"
"esclerose, substantivo"
"esclerotica, substantivo"
"-esco, substantivo"
"escoar, verbo"
"escoba, substantivo"
"escocia, substantivo"
"escoimar, verbo"
"escol, substantivo"
"escola, substantivo"
"escolastico, substantivo"
"escolex, substantivo"
"escolha, substantivo"
"escolher, verbo"
"escolho, substantivo"
"escolio, substantivo"
"escoliose, substantivo"
"escolopendra, substantivo"
"escolta, substantivo"
"escombros, substantivo"
"esconder, verbo"
"esconderijo, substantivo"
"esconjurar, verbo"
"escopeta?, substantivo"
"escopo, substantivo"
"escopolamina, substantivo"
"escora, substantivo"
"escorbuto, substantivo"
"escorchar, verbo"
"escorco, substantivo"
"escoria, substantivo"
"escorpiao, substantivo"
"escorracar, verbo"
"escorregadio, substantivo"
"escorregador, verbo"
"escorregar, verbo"
"escorreito, substantivo"
"escota, substantivo"
"escoteiro, substantivo"
"escova, substantivo"
"escravidao, substantivo"
"escravo, substantivo"
"escrete, substantivo"
"escrever, verbo"
